Well.Position,Temperature,Fluorescence,Normalized,tm,Protein,Ligand
A01,21.9622,52637.918,0.00861351260739659,44.65973,CA121,DMSO
A01,22.021774,52601.016,0.00852226240579775,44.65973,CA121,DMSO
A01,22.081347,52563.996,0.0084307204172012,44.65973,CA121,DMSO
A01,22.14092,52526.848,0.0083388619138953,44.65973,CA121,DMSO
A01,22.200495,52489.566,0.00824667205925305,44.65973,CA121,DMSO
A01,22.260069,52452.125,0.00815408903399528,44.65973,CA121,DMSO
A01,22.319641,52414.504,0.00806106090992747,44.65973,CA121,DMSO
A01,22.379215,52376.68,0.00796753081331279,44.65973,CA121,DMSO
A01,22.43879,52338.645,0.00787347896198189,44.65973,CA121,DMSO
A01,22.498362,52300.4,0.00777890782870598,44.65973,CA121,DMSO
A01,22.557936,52261.95,0.00768382977734085,44.65973,CA121,DMSO
A01,22.61751,52223.316,0.00758829673608103,44.65973,CA121,DMSO
A01,22.677082,52184.535,0.00749240019745969,44.65973,CA121,DMSO
A01,22.736656,52145.633,0.00739620445352715,44.65973,CA121,DMSO
A01,22.79623,52106.652,0.00729981336067243,44.65973,CA121,DMSO
A01,22.855804,52067.652,0.00720337528516554,44.65973,CA121,DMSO
A01,22.915377,52028.69,0.00710703117496299,44.65973,CA121,DMSO
A01,22.97495,51989.83,0.00701093928741946,44.65973,CA121,DMSO
A01,23.034525,51951.13,0.00691524304326261,44.65973,CA121,DMSO
A01,23.094097,51912.65,0.00682009080876249,44.65973,CA121,DMSO
A01,23.153671,51874.438,0.00672560127693508,44.65973,CA121,DMSO
A01,23.213245,51836.562,0.00663194259621971,44.65973,CA121,DMSO
A01,23.27282,51799.08,0.0065392581873441,44.65973,CA121,DMSO
A01,23.332392,51762.035,0.0064476543794684,44.65973,CA121,DMSO
A01,23.391966,51725.492,0.00635729190271843,44.65973,CA121,DMSO
A01,23.45154,51689.51,0.00626831665059308,44.65973,CA121,DMSO
A01,23.511112,51654.15,0.0061808794621335,44.65973,CA121,DMSO
A01,23.570686,51619.453,0.00609508172095754,44.65973,CA121,DMSO
A01,23.63026,51585.457,0.00601101739236954,44.65973,CA121,DMSO
A01,23.689835,51552.09,0.00592850843684546,44.65973,CA121,DMSO
A01,23.749407,51519.086,0.00584689709725498,44.65973,CA121,DMSO
A01,23.80898,51485.695,0.00576432879522291,44.65973,CA121,DMSO
A01,23.868555,51451.1,0.00567878327670596,44.65973,CA121,DMSO
A01,23.928127,51415.17,0.00558993660868128,44.65973,CA121,DMSO
A01,23.987701,51377.613,0.00549706674196815,44.65973,CA121,DMSO
A01,24.047276,51338.35,0.00539997832764438,44.65973,CA121,DMSO
A01,24.106848,51297.484,0.00529892606114016,44.65973,CA121,DMSO
A01,24.166422,51255.19,0.0051943426774097,44.65973,CA121,DMSO
A01,24.225996,51211.75,0.00508692549792202,44.65973,CA121,DMSO
A01,24.28557,51167.5,0.00497750537378921,44.65973,CA121,DMSO
A01,24.345142,51122.875,0.00486715796046883,44.65973,CA121,DMSO
A01,24.404716,51078.387,0.00475714931679831,44.65973,CA121,DMSO
A01,24.46429,51034.4,0.00464837953148237,44.65973,CA121,DMSO
A01,24.523863,50991.15,0.0045414321785164,44.65973,CA121,DMSO
A01,24.583437,50948.93,0.00443703177985227,44.65973,CA121,DMSO
A01,24.643011,50908.12,0.0043361179885334,44.65973,CA121,DMSO
A01,24.702585,50868.95,0.00423925954192813,44.65973,CA121,DMSO
A01,24.762157,50831.4,0.00414640698461318,44.65973,CA121,DMSO
A01,24.821732,50795.266,0.00405705587127047,44.65973,CA121,DMSO
A01,24.881306,50760.344,0.00397070175658195,44.65973,CA121,DMSO
A01,24.940878,50726.42,0.00388681546751796,44.65973,CA121,DMSO
A01,25.000452,50693.18,0.0038046205539321,44.65973,CA121,DMSO
A01,25.060026,50660.215,0.0037231056524171,44.65973,CA121,DMSO
A01,25.1196,50627.266,0.00364163031524079,44.65973,CA121,DMSO
A01,25.179173,50594.17,0.00355979148070294,44.65973,CA121,DMSO
A01,25.238747,50560.83,0.00347734929000039,44.65973,CA121,DMSO
A01,25.29832,50527.043,0.00339380177058625,44.65973,CA121,DMSO
A01,25.357893,50492.555,0.00330852083858416,44.65973,CA121,DMSO
A01,25.417467,50457.13,0.00322092291999873,44.65973,CA121,DMSO
